sqft_living,price
1540 ,370000 
1010 ,310000 
2190 ,245000 
700 ,254950 
1700 ,315000 
3290 ,728000 
2460 ,427500 
1070 ,325000 
1970 ,690000 
2010 ,410000 
710 ,239000 
1680 ,550285 
2180 ,910000 
2120 ,765000 
2810 ,745000 
1320 ,500000 
1950 ,392500 
2780 ,478000 
1110 ,345000 
2240 ,608000 
1530 ,154000 
3330 ,1190000 
2220 ,652600 
1150 ,129000 
2720 ,436000 
3380 ,1350000 
1740 ,395000 
3970 ,775000 
1540 ,392500 
2290 ,580000 
1360 ,396500 
1110 ,532000 
1560 ,579000 
2280 ,571000 
1300 ,374990 
1900 ,541500 
1552 ,264000 
1130 ,315450 
2140 ,330000 
1760 ,437500 
3010 ,568500 
750 ,250000 
3710 ,1250000 
860 ,370000 
2760 ,500000 
2960 ,385000 
1960 ,449000 
1670 ,180000 
1720 ,427000 
1600 ,393500 
3600 ,1930000 
1220 ,370000 
1730 ,465000 
1830 ,323000 
1600 ,270000 
1860 ,445000 
2980 ,610000 
1890 ,570000 
1200 ,245000 
1670 ,456000 
900 ,496000 
1850 ,623000 
3130 ,598000 
2840 ,425000 
2650 ,580000 
1700 ,475000 
2910 ,585083 
1540 ,439950 
2100 ,485000 
2750 ,865000 
2570 ,287500 
1770 ,315000 
2110 ,590000 
1130 ,261500 
1960 ,300000 
1340 ,215000 
2540 ,800000 
2770 ,650000 
2280 ,712500 
1650 ,255000 
1400 ,380000 
2290 ,1060000 
2810 ,454450 
1190 ,276693 
1920 ,270000 
1370 ,264950 
2720 ,632500 
2070 ,289950 
1330 ,295500 
2310 ,495000 
3830 ,887000 
2160 ,753000 
1160 ,315000 
2730 ,1030000 
2630 ,625000 
1740 ,257000 
950 ,475000 
2010 ,575000 
830 ,275000 
1120 ,399000 
1410 ,139000 
2150 ,1200000 
1680 ,629950 
3020 ,575000 
2390 ,926250 
1450 ,300000 
1070 ,361500 
2130 ,445000 
2830 ,779000 
1060 ,352750 
3610 ,830005 
3420 ,548000 
1840 ,411715 
2000 ,677000 
1570 ,800000 
1200 ,227000 
1480 ,600000 
840 ,202000 
2840 ,779950 
2380 ,735000 
1700 ,619500 
2030 ,627000 
2090 ,469500 
3270 ,735000 
1720 ,450000 
1220 ,253000 
1340 ,265000 
1030 ,225000 
2240 ,337000 
3310 ,885000 
880 ,376000 
4700 ,1400000 
1780 ,250000 
2980 ,725000 
2780 ,505000 
560 ,90000 
1880 ,1000000 
2400 ,338000 
3130 ,320000 
910 ,223000 
2730 ,310000 
3230 ,1260000 
1180 ,249000 
3600 ,1350000 
2060 ,885000 
2200 ,376000 
3240 ,635700 
910 ,225000 
1460 ,250000 
2720 ,685000 
2280 ,420000 
3640 ,1200000 
2730 ,632000 
1060 ,335000 
1800 ,237000 
3340 ,808000 
3010 ,775000 
2110 ,300000 
2510 ,448000 
1800 ,399000 
1030 ,305000 
1550 ,433000 
2400 ,420000 
3690 ,900000 
1920 ,429000 
2610 ,1050000 
2430 ,580000 
880 ,210000 
1850 ,763000 
1360 ,255000 
2000 ,423500 
2710 ,455000 
910 ,85000 
1040 ,184900 
1530 ,387000 
750 ,422000 
3890 ,1190000 
1600 ,365000 
1210 ,244500 
3250 ,800000 
960 ,208000 
2310 ,890000 
2190 ,450000 
3680 ,770000 
3190 ,589950 
1140 ,425000 
1830 ,400000 
2500 ,372000 
1470 ,459500 
2380 ,582000 
2120 ,386000 
1120 ,554000 
1010 ,225000 
2350 ,561600 
1970 ,352500 
1250 ,505000 
2230 ,482000 
1270 ,379950 
1160 ,330000 
3100 ,795000 
2920 ,760000 
1300 ,260000 
1440 ,337000 
4740 ,1200000 
2160 ,277000 
2280 ,649800 
1280 ,425000 
2690 ,469000 
2920 ,1020000 
2070 ,320000 
950 ,162950 
1480 ,560000 
3240 ,609000 
4280 ,734950 
2940 ,1390000 
1190 ,240000 
1140 ,262500 
1860 ,427000 
1920 ,542500 
3440 ,1230000 
650 ,129000 
1810 ,626000 
1020 ,489000 
1770 ,325000 
1350 ,401000 
1820 ,539950 
1450 ,339000 
1890 ,420000 
3320 ,667000 
1820 ,430000 
4240 ,2190000 
2650 ,370000 
1710 ,482000 
2180 ,488000 
1500 ,170000 
1050 ,400000 
1550 ,537000 
1840 ,190000 
1590 ,670500 
2120 ,379400 
1680 ,637500 
1680 ,272000 
1120 ,225000 
1210 ,219950 
1270 ,406000 
2090 ,415000 
2070 ,503000 
1910 ,250000 
2100 ,640000 
1680 ,625000 
870 ,435000 
2040 ,540000 
2375 ,712000 
1964 ,342000 
1670 ,500000 
3230 ,1780000 
1280 ,465000 
700 ,209995 
2280 ,560000 
750 ,135000 
3560 ,435000 
2150 ,400000 
3220 ,640000 
1680 ,286000 
4070 ,993500 
1350 ,450000 
4270 ,997950 
1180 ,425000 
4050 ,1380000 
2650 ,549950 
2820 ,705000 
1690 ,197000 
1790 ,297000 
4440 ,1970000 
1370 ,219000 
1820 ,680000 
2780 ,690000 
4070 ,1450000 
2180 ,254950 
1890 ,506500 
1670 ,274950 
2100 ,399000 
2540 ,775000 
1970 ,600000 
2250 ,440000 
800 ,285000 
1270 ,390000 
1490 ,265950 
2120 ,578550 
1810 ,489000 
1420 ,485000 
1660 ,209950 
2550 ,543500 
2420 ,376000 
1900 ,476800 
2710 ,1200000 
2650 ,715000 
1890 ,475000 
3500 ,788600 
1040 ,160000 
2190 ,520000 
1650 ,438000 
1970 ,425500 
2820 ,853505 
2060 ,418500 
1890 ,826000 
1470 ,180000 
3340 ,670000 
2560 ,842500 
1600 ,492500 
2160 ,335000 
480 ,145000 
1650 ,225000 
4960 ,1430000 
940 ,347000 
1600 ,390000 
1800 ,425000 
1910 ,630100 
1570 ,281700 
1390 ,345000 
1220 ,231000 
1260 ,353500 
2280 ,577500 
2430 ,560000 
770 ,407500 
1860 ,715000 
2750 ,795000 
1490 ,565000 
1090 ,219500 
1540 ,485000 
1130 ,293000 
760 ,361600 
1830 ,468000 
2850 ,710000 
790 ,115000 
1270 ,386100 
1020 ,160000 
2050 ,500000 
2360 ,490000 
3030 ,768000 
1780 ,336900 
3200 ,337000 
1630 ,265000 
3030 ,879000 
3480 ,970000 
1130 ,325000 
3220 ,763000 
1820 ,415000 
800 ,350000 
1080 ,115000 
1080 ,124000 
3600 ,970000 
2050 ,451000 
2240 ,635000 
1370 ,605004 
690 ,260000 
1990 ,776000 
1870 ,230000 
3040 ,598555 
2360 ,370000 
700 ,340000 
1840 ,465000 
930 ,500000 
1960 ,500000 
830 ,345000 
3920 ,825000 
3560 ,1360000 
2000 ,225000 
2140 ,616750 
830 ,327500 
3630 ,633000 
2490 ,590000 
2360 ,1330000 
1340 ,475000 
1710 ,565000 
830 ,325000 
2790 ,665000 
1780 ,272450 
1460 ,427000 
3000 ,398950 
1540 ,160000 
1800 ,380000 
2860 ,530000 
1490 ,520000 
1400 ,421000 
1710 ,895000 
1580 ,424000 
1580 ,749000 
1520 ,508450 
1140 ,455000 
1320 ,206000 
2740 ,850000 
2700 ,480000 
1590 ,339275 
1360 ,425000 
2440 ,805000 
2920 ,555000 
2170 ,638150 
900 ,249500 
1760 ,620047 
1820 ,515000 
1980 ,295000 
910 ,405000 
2420 ,752888 
2370 ,335000 
930 ,306000 
1760 ,680000 
4030 ,985000 
1900 ,715000 
2790 ,950000 
2270 ,292000 
1680 ,227000 
3380 ,1190000 
1510 ,420000 
2550 ,550000 
700 ,282150 
2340 ,428000 
3470 ,1320000 
2030 ,906000 
1470 ,290000 
4180 ,550000 
1690 ,289000 
2150 ,411000 
2330 ,826000 
3330 ,850000 
1570 ,239900 
2840 ,450000 
2290 ,440000 
2090 ,311000 
1470 ,615000 
2270 ,575000 
860 ,399900 
1310 ,253000 
1610 ,715000 
2410 ,1320000 
1240 ,352000 
1860 ,477500 
1690 ,285000 
1900 ,255000 
1920 ,372500 
2300 ,400000 
2130 ,220000 
1880 ,435000 
1660 ,545000 
1680 ,427000 
2230 ,770000 
1040 ,217450 
2820 ,677000 
1190 ,290000 
2770 ,711000 
1910 ,240000 
2920 ,515500 
1320 ,243000 
1280 ,375000 
1300 ,462000 
2440 ,550000 
1580 ,475000 
1740 ,399000 
1940 ,627000 
2420 ,376000 
2550 ,315000 
2344 ,791000 
590 ,240000 
2600 ,510000 
2040 ,542500 
870 ,334850 
3670 ,605000 
1980 ,660000 
1970 ,315000 
2270 ,479000 
1190 ,587100 
1110 ,250000 
2710 ,740000 
1690 ,498000 
1470 ,339900 
2480 ,1390000 
1700 ,148900 
1830 ,230000 
3000 ,380000 
2000 ,318989 
1450 ,405000 
960 ,420000 
1860 ,250000 
1560 ,430000 
2880 ,579950 
2510 ,881000 
1080 ,218250 
1600 ,424305 
1200 ,130000 
2480 ,468000 
2240 ,480000 
2430 ,372000 
900 ,470000 
1500 ,255950 
1700 ,545000 
1980 ,418000 
1670 ,260000 
1870 ,554000 
950 ,515000 
1290 ,492000 
1500 ,230000 
5540 ,2630000 
1820 ,359000 
1070 ,265000 
1560 ,465000 
1000 ,217000 
1700 ,274000 
4670 ,1420000 
1010 ,400000 
2980 ,690000 
2240 ,635000 
1210 ,310000 
2550 ,353000 
4420 ,2700000 
1510 ,799000 
890 ,220000 
840 ,210000 
2000 ,330000 
700 ,295000 
1380 ,473000 
1790 ,544000 
1520 ,672600 
1470 ,613000 
2500 ,808000 
920 ,206000 
960 ,325000 
1630 ,475000 
2260 ,648360 
2400 ,705640 
1700 ,206000 
3320 ,1100000 
2641 ,393000 
1230 ,410000 
3290 ,930000 
1380 ,450000 
2070 ,405000 
1410 ,240000 
2260 ,435000 
1510 ,530000 
1180 ,250200 
1610 ,526000 
2770 ,283450 
2860 ,1320000 
2270 ,480000 
2010 ,299500 
1690 ,460000 
1520 ,405000 
1220 ,483000 
2790 ,568000 
2100 ,640000 
2450 ,559950 
2850 ,1330000 
2630 ,600000 
1200 ,222400 
1690 ,410000 
2700 ,385000 
1940 ,423000 
1870 ,325000 
3070 ,825000 
1720 ,525000 
1210 ,570000 
1480 ,770000 
2850 ,650000 
2060 ,415000 
1580 ,340000 
1020 ,180000 
1980 ,759000 
1730 ,325000 
2520 ,685000 
2120 ,489000 
1260 ,259000 
1830 ,740000 
4660 ,2150000 
1880 ,315000 
2420 ,740000 
2230 ,900000 
2100 ,330000 
2060 ,510000 
2380 ,361000 
1030 ,230005 
2410 ,520000 
1880 ,452000 
2400 ,569000 
1850 ,611000 
4040 ,760000 
1940 ,685000 
1350 ,250000 
1980 ,380000 
2720 ,709050 
1280 ,296500 
2160 ,475000 
3130 ,1390000 
2210 ,510000 
2690 ,1300000 
3140 ,925850 
2910 ,450000 
1910 ,1500000 
1010 ,350000 
1480 ,511200 
1050 ,165000 
1020 ,210000 
1820 ,325000 
1400 ,430000 
1540 ,325500 
1320 ,185000 
1470 ,554600 
1480 ,268000 
2210 ,620000 
1910 ,565000 
1760 ,410000 
1396 ,225000 
1140 ,374000 
2230 ,600000 
1560 ,291000 
980 ,90000 
1620 ,345000 
2720 ,910000 
1930 ,268000 
2250 ,559000 
2940 ,950000 
2480 ,450000 
1710 ,295000 
2960 ,1160000 
1740 ,577000 
2830 ,959000 
1240 ,471000 
2510 ,955000 
2300 ,579000 
3360 ,412000 
1350 ,237500 
1670 ,280000 
2250 ,370000 
1010 ,270000 
830 ,385000 
2090 ,400000 
1920 ,571500 
2190 ,375000 
1730 ,315000 
1150 ,346500 
650 ,295000 
2780 ,700000 
2410 ,720000 
1180 ,355000 
3280 ,925000 
1490 ,289999 
2660 ,495000 
1920 ,430000 
2650 ,425000 
800 ,191000 
3530 ,695000 
1380 ,560000 
3360 ,850000 
4720 ,745000 
1300 ,400000 
3190 ,359500 
2570 ,715000 
2150 ,235000 
860 ,353000 
2810 ,747500 
2680 ,1030000 
870 ,276000 
2880 ,885000 
1140 ,476000 
1540 ,252000 
2200 ,512500 
1400 ,348125 
2400 ,585000 
1680 ,450000 
1820 ,393000 
1890 ,430000 
2180 ,279000 
2220 ,374000 
1440 ,328000 
2760 ,1190000 
2190 ,464950 
1940 ,359000 
960 ,374500 
6490 ,2000000 
1860 ,338000 
3990 ,2720000 
3650 ,680000 
4260 ,1000000 
1920 ,391500 
1080 ,390000 
3320 ,1800000 
3290 ,685000 
3650 ,1520000 
3440 ,781500 
880 ,208500 
860 ,316000 
960 ,234000 
2710 ,624000 
1730 ,355000 
960 ,345000 
1870 ,330000 
2550 ,850000 
3080 ,2160000 
3000 ,887000 
1670 ,289000 
1860 ,400000 
1080 ,345000 
2540 ,628990 
2970 ,820000 
1800 ,365000 
1530 ,570000 
4140 ,1400000 
3320 ,805000 
1180 ,299000 
1790 ,199900 
1260 ,485000 
2100 ,211000 
1830 ,410000 
3400 ,688000 
3040 ,620000 
1980 ,725000 
1150 ,445000 
2350 ,495000 
1120 ,205000 
1020 ,152275 
2240 ,700000 
2750 ,333000 
1990 ,872500 
5080 ,1900000 
1350 ,450000 
1310 ,300000 
3000 ,780000 
2420 ,774888 
2732 ,480000 
1910 ,835000 
1580 ,305000 
2650 ,1390000 
4140 ,850000 
1313 ,885000 
2540 ,299000 
1120 ,380000 
2420 ,445000 
940 ,246500 
1850 ,819000 
1590 ,210000 
660 ,385000 
2320 ,530000 
1850 ,255000 
5430 ,1360000 
2060 ,541338 
900 ,375000 
1070 ,312500 
1480 ,663000 
2040 ,812000 
3850 ,1200000 
1150 ,450000 
3900 ,850000 
1480 ,580000 
1870 ,377000 
3490 ,1260000 
2340 ,429000 
1920 ,340000 
1740 ,280000 
1420 ,425000 
2320 ,340000 
2030 ,349500 
2710 ,715000 
4310 ,780000 
3010 ,839950 
2170 ,645000 
2580 ,673000 
3330 ,1380000 
3220 ,950968 
4168 ,442000 
2790 ,484259 
2280 ,450000 
830 ,301500 
2540 ,759990 
2390 ,629800 
1350 ,304500 
5610 ,1580000 
962 ,390000 
1430 ,399000 
1850 ,328000 
4660 ,2640000 
3931 ,450000 
1800 ,362500 
1160 ,230000 
1790 ,509900 
2370 ,387865 
3120 ,575000 
3340 ,962000 
2590 ,530000 
2420 ,449950 
2437 ,285000 
3070 ,535000 
2610 ,515000 
3150 ,330000 
3100 ,435000 
1530 ,649000 
1270 ,415000 
3550 ,952990 
2040 ,350000 
3560 ,907687 
3510 ,695000 
1760 ,615000 
2270 ,500000 
2880 ,1260000 
1950 ,430000 
2370 ,400000 
1480 ,315000 
3170 ,820000 
1233 ,360000 
1630 ,541000 
2740 ,530000 
2280 ,395000 
1780 ,443000 
1680 ,840000 
3290 ,801000 
2670 ,500000 
3330 ,1210000 
1610 ,249900 
2800 ,1470000 
1220 ,295000 
1260 ,445000 
1190 ,475000 
1640 ,759000 
1481 ,240000 
1730 ,566950 
3920 ,918000 
1190 ,555000 
2584 ,429900 
2610 ,754950 
3569 ,580000 
1940 ,555000 
2210 ,353000 
1230 ,325000 
1480 ,650000 
4670 ,1240000 
4220 ,1060000 
3460 ,971971 
1350 ,389000 
710 ,399950 
3050 ,740000 
1370 ,667000 
3540 ,920000 
1370 ,368000 
2990 ,594491 
3600 ,923990 
1280 ,552000 
1370 ,548000 
2990 ,785000 
3620 ,1580000 
1730 ,328423 
3160 ,660000 
5220 ,1480000 
1620 ,395000 
2280 ,535000 
2876 ,525000 
1780 ,660000 
2910 ,610000 
2910 ,645000 
4030 ,1310000 
3800 ,730000 
1190 ,300500 
1540 ,640000 
2230 ,347500 
2930 ,718000 
2290 ,450000 
1540 ,550000 
2730 ,565997 
2440 ,459000 
2820 ,461500 
3240 ,724500 
982 ,250000 
1380 ,457000 
2330 ,453000 
4000 ,771005 
1530 ,607500 
1300 ,270000 
3590 ,1300000 
3360 ,834995 
3130 ,649000 
1910 ,650000 
3310 ,803100 
2798 ,499950 
2420 ,380000 
2110 ,324950 
3960 ,919990 
2099 ,289950 
1310 ,525000 
3600 ,870515 
2340 ,716500 
1540 ,375000 
1160 ,340000 
4010 ,1390000 
3010 ,785000 
1658 ,263900 
3420 ,657044 
1430 ,439000 
3480 ,1800000 
3380 ,600000 
1530 ,500000 
4420 ,890000 
2670 ,480000 
2130 ,539000 
840 ,306500 
1500 ,529950 
3120 ,653000 
1630 ,609000 
1584 ,267000 
2840 ,557000 
3910 ,709950 
1730 ,625000 
4030 ,920000 
2060 ,339989 
4280 ,1140000 
1270 ,335000 
1580 ,379000 
1571 ,366750 
1420 ,294000 
6530 ,1600000 
1480 ,319000 
4640 ,1270000 
2540 ,489950 
3160 ,650000 
1210 ,500000 
2190 ,920000 
3980 ,760000 
3320 ,1700000 
2670 ,515000 
1640 ,772000 
3240 ,719950 
1320 ,499000 
3135 ,374500 
1480 ,584000 
1060 ,505000 
1930 ,550000 
4470 ,2950000 
1290 ,441000 
1413 ,286800 
1300 ,375000 
1300 ,515000 
1710 ,362500 
1630 ,475000 
1380 ,350000 
1490 ,700000 
1400 ,250000 
1160 ,289000 
1400 ,265000 
2700 ,749000 
2550 ,492000 
3260 ,552500 
1340 ,376000 
1000 ,220000 
3720 ,955000 
1360 ,359000 
3880 ,1060000 
1489 ,255900 
2550 ,799000 
3828 ,552900 
3056 ,524225 
3220 ,625000 
2180 ,496000 
1460 ,625000 
4140 ,810000 
1510 ,485000 
2630 ,619990 
2290 ,530000 
3110 ,600000 
1590 ,480000 
2610 ,440000 
1350 ,394950 
2110 ,380000 
2310 ,685000 
1930 ,330675 
1578 ,259950 
1460 ,497000 
1930 ,345500 
1445 ,355000 
1084 ,265000 
2510 ,395000 
2760 ,641000 
1200 ,240000 
2690 ,760000 
1820 ,469950 
2910 ,504058 
1460 ,699999 
1310 ,450000 
3180 ,1330000 
3300 ,1110000 
3930 ,1490000 
3570 ,1600000 
2420 ,369946 
1790 ,414000 
2828 ,367000 
1690 ,336900 
3206 ,375000 
4130 ,775000 
2750 ,627000 
1740 ,275000 
1540 ,565000 
1900 ,425000 
3070 ,850000 
1350 ,299999 
3780 ,1180000 
1320 ,499950 
1650 ,400000 
3550 ,880000 
1580 ,375000 
1280 ,549900 
2870 ,650000 
1580 ,705000 
1410 ,399900 
2009 ,303210 
3030 ,580000 
1280 ,350000 
1470 ,650000 
2430 ,485000 
1445 ,415000 
3420 ,757500 
1509 ,420000 
1010 ,286000 
2750 ,395000 
1890 ,535000 
2150 ,260000 
2420 ,365000 
2500 ,575000 
3906 ,549950 
3230 ,1080000 
2540 ,487000 
3040 ,431000 
3420 ,780000 
3440 ,598992 
1160 ,487000 
1280 ,545000 
4390 ,1880000 
1570 ,695000 
3870 ,1400000 
800 ,265050 
3000 ,770000 
1300 ,308000 
1880 ,530200 
1550 ,570000 
2510 ,450800 
1680 ,425000 
3090 ,615000 
1950 ,309000 
1108 ,369500 
2190 ,391000 
3010 ,879950 
2716 ,452000 
3410 ,800000 
1030 ,525000 
3640 ,630000 
1470 ,510000 
1770 ,671500 
2760 ,424950 
2350 ,459995 
1580 ,389950 
1750 ,415500 
3020 ,775000 
2200 ,950000 
1020 ,441750 
1110 ,229800 
1560 ,448000 
1660 ,716000 
2470 ,773000 
2660 ,549995 
2570 ,492500 
1160 ,453000 
3950 ,1700000 
1440 ,375000 
2840 ,685000 
390 ,245000 
1250 ,344000 
1180 ,435000 
1520 ,430000 
3050 ,563950 
2950 ,825750 
2280 ,345000 
2920 ,1070000 
1500 ,405000 
1400 ,419500 
1390 ,370000 
4350 ,2070000 
4460 ,490000 
1310 ,365000 
1240 ,403000 
3980 ,1770000 
2190 ,418500 
2026 ,358000 
2200 ,460000 
3510 ,695000 
3140 ,869950 
1560 ,598500 
1740 ,299950 
3660 ,1110000 
2708 ,436952 
1980 ,435000 
1340 ,349000 
1020 ,450000 
2330 ,337500 
3890 ,850000 
3220 ,579000 
3170 ,890776 
2700 ,810000 
1830 ,600000 
1110 ,406000 
5150 ,1380000 
2460 ,579950 
4300 ,1450000 
3310 ,670000 
1160 ,459000 
2140 ,589999 
2198 ,388000 
1590 ,305000 
2470 ,337000 
3830 ,1700000 
3087 ,399950 
1900 ,579000 
1500 ,490000 
710 ,399950 
4170 ,1090000 
2500 ,350000 
2520 ,610685 
2310 ,400000 
1020 ,402101 
